raca,sexo,faixaEtaria,CO_MUNICIPIO_ESC,depAdminEsc,TP_ESCOLA,educMae,ocupPai,pessoasResid,rendFam,NU_NOTA_MT,NU_NOTA_LC,NU_NOTA_CH,NU_NOTA_CN,NU_NOTA_REDACAO,raca2,tpEscola,media,rendFamP
Branca,F,< 23,3550308,Estadual,2,16,NS,3,5500,614.7,599.1,637.8,573.1,700,Branca,Publica,606.175,1833.33333333333
Parda,F,< 23,3537107,Estadual,2,,G2,4,2750,,515.4,486.6,,560,PPI,Publica,,687.5
Parda,F,< 23,,,2,16,G4,5,2750,646.3,573.7,643.3,561.2,800,PPI,Publica,606.125,550
Branca,F,< 23,,,1,12,G3,4,2750,,,,,,Branca,,,687.5
Branca,F,< 23,,,1,12,G4,2,2200,,473.4,471.5,,0,Branca,,,1100
Parda,M,< 23,,,1,9,G2,3,1650,,,,,,PPI,,,550
Parda,M,24-30,,,1,2,NS,2,3300,534,492.7,543.7,498.1,420,PPI,,517.125,1650
Branca,M,< 23,,,1,12,G4,2,4400,541.6,492.8,431.1,433.8,740,Branca,,474.825,2200
Branca,M,< 23,,,1,12,G3,2,2750,582.1,419.8,546.1,390.5,660,Branca,,484.625,1375
Branca,F,< 23,3550308,Estadual,2,12,G4,3,9900,516.7,610,628.4,521.7,700,Branca,Publica,569.2,3300
Parda,F,24-30,,,1,9,G3,2,2200,599,388.4,512.5,559,480,PPI,,514.725,1100
Branca,F,< 23,3550308,Estadual,2,12,G3,2,1100,,354.6,434.1,,0,Branca,Publica,,550
Branca,F,24-30,,,1,5,G1,5,2750,,,,,,Branca,,,550
Parda,F,> 50,,,2,2,G1,1,2200,434.7,380.7,526,504.5,500,PPI,Publica,461.475,2200
Parda,M,< 23,,,1,,G3,3,1100,,,,,,PPI,,,366.666666666667
Parda,F,31-50,,,1,5,NS,3,2200,,,,,,PPI,,,733.333333333333
Parda,F,< 23,3516200,Estadual,2,5,G3,5,2750,,,,,,PPI,Publica,,550
Branca,M,< 23,,,1,12,G4,4,5500,,,,,,Branca,,,1375
Branca,M,31-50,,,1,2,G1,3,1100,,,,,,Branca,,,366.666666666667
Branca,F,< 23,,,1,5,G3,5,1100,,,,,,Branca,,,220
Parda,M,< 23,,,1,12,NS,3,1650,371.4,444.6,495.4,413.1,580,PPI,,431.125,550
Parda,F,< 23,,,1,12,G2,3,1100,431.6,512.4,536.8,438,580,PPI,,479.7,366.666666666667
Parda,M,< 23,3550308,Estadual,2,12,G2,3,2200,,516.4,578.8,,580,PPI,Publica,,733.333333333333
Parda,F,< 23,,,1,9,G3,4,2200,,,,,,PPI,,,550
Preta,F,< 23,3547809,Estadual,2,9,NS,2,1650,423.1,569.8,573.3,451.4,680,PPI,Publica,504.4,825
ND,F,31-50,3517703,Estadual,2,0,G1,3,1100,,,,,,,Publica,,366.666666666667
Parda,M,< 23,3550308,Estadual,2,9,G3,3,2200,554.5,496,340.7,372,560,PPI,Publica,440.8,733.333333333333
Branca,M,< 23,,,1,2,G2,4,2200,,,,,,Branca,,,550
Branca,M,< 23,3534401,Estadual,2,12,NS,3,1650,,,,,,Branca,Publica,,550
Amarela,F,< 23,,,2,5,G1,4,1100,522.4,440.4,497.6,441,940,Branca,Publica,475.35,275
Branca,F,31-50,,,1,12,G4,2,4400,545.7,621.5,743.5,594.2,680,Branca,,626.225,2200
Branca,M,< 23,3550308,Privada,3,12,G4,3,5500,634.4,488.1,496.8,552.9,580,Branca,Privada,543.05,1833.33333333333
Parda,F,< 23,,,2,12,G3,4,0,616,500.6,524.9,396.7,700,PPI,Publica,509.55,0
Branca,F,< 23,,,1,9,G4,4,1650,,,,,,Branca,,,412.5
Branca,F,< 23,3509700,Federal,2,5,G3,6,2750,,,,,,Branca,Publica,,458.333333333333
Branca,M,< 23,,,1,12,G2,5,5500,,,,,,Branca,,,1100
Branca,F,< 23,,,1,12,G3,10,1650,,,,,,Branca,,,165
Branca,M,< 23,3515202,Privada,2,12,G3,2,2750,465.5,567.5,553.6,597.7,520,Branca,Publica,546.075,1375
Branca,M,< 23,,,1,17,G5,3,22000,909.8,607.6,678.4,760.6,720,Branca,,739.1,7333.33333333333
Branca,F,< 23,,,1,12,G4,4,30000,704.2,668.9,732.7,694.5,920,Branca,,700.075,7500
Branca,F,< 23,,,1,12,G2,3,2200,483.6,569.3,629.5,525.5,880,Branca,,551.975,733.333333333333
Branca,M,< 23,3550308,Estadual,2,9,G2,2,1100,665.9,577.8,632.5,526,680,Branca,Publica,600.55,550
Parda,M,< 23,,,1,2,G4,6,1100,,,,,,PPI,,,183.333333333333
Parda,F,31-50,,,1,12,G2,4,1650,423,427.3,447.1,429.7,580,PPI,,431.775,412.5
Branca,F,< 23,,,1,12,NS,5,2750,517.8,515.8,466.1,508.6,580,Branca,,502.075,550
Amarela,M,< 23,3530607,Privada,3,16,G4,3,13200,588.7,520.2,487.9,534.4,860,Branca,Privada,532.8,4400
Branca,F,< 23,,,2,2,G3,3,3300,,,,,,Branca,Publica,,1100
Indígena,M,< 23,3547809,Estadual,2,12,G3,3,3300,611.6,574.1,582,546.1,500,PPI,Publica,578.45,1100
Preta,F,24-30,,,1,2,G3,8,2750,,,,,,PPI,,,343.75
Branca,F,< 23,,,1,16,G4,4,5500,611.9,500.2,574.8,460.5,540,Branca,,536.85,1375
Parda,F,< 23,,,1,12,G3,3,1650,,,,,,PPI,,,550
Branca,M,24-30,,,1,17,G3,4,3300,,,,,,Branca,,,825
Branca,F,< 23,3523404,Privada,3,16,G4,3,16500,526.7,557.4,567,568.5,720,Branca,Privada,554.9,5500
Parda,M,24-30,,,1,16,G4,1,1650,,,,,,PPI,,,1650
Branca,M,< 23,,,2,12,G4,5,2200,456.8,447.8,493.9,468.3,480,Branca,Publica,466.7,440
Branca,M,< 23,3516705,Privada,2,12,G4,5,4400,774,633.8,709.6,630.9,860,Branca,Publica,687.075,880
Parda,M,< 23,,,1,12,G5,6,9900,708.5,642,648.8,596.9,800,PPI,,649.05,1650
Branca,F,< 23,3537800,Estadual,2,5,G4,5,2200,543.7,415,459.5,471.8,640,Branca,Publica,472.5,440
Preta,F,24-30,,,1,0,G2,2,1100,457.6,342.1,406.3,380.6,360,PPI,,396.65,550
Parda,F,< 23,3515004,Estadual,2,9,G3,4,2200,542.7,536.9,556.7,519.4,660,PPI,Publica,538.925,550
Branca,F,< 23,,,1,9,G3,2,1650,411.7,520.5,453.2,501.2,680,Branca,,471.65,825
Parda,F,< 23,3543402,Estadual,2,16,G4,4,3300,422.5,523.8,488.1,503.9,560,PPI,Publica,484.575,825
Branca,M,< 23,,,1,12,G1,4,6600,650.7,549.5,615.3,691.7,880,Branca,,626.8,1650
Branca,F,< 23,,,2,12,G2,3,4400,590.5,444.5,434.3,450.6,580,Branca,Publica,479.975,1466.66666666667
Branca,M,< 23,3552205,Privada,3,16,G4,4,6600,637.4,480.7,442.6,452.5,560,Branca,Privada,503.3,1650
Branca,M,< 23,,,1,17,G5,4,6600,,,,,,Branca,,,1650
Branca,F,< 23,3503208,Privada,3,16,G5,4,11000,766.5,612,637.5,611.7,720,Branca,Privada,656.925,2750
Branca,F,< 23,3554805,Privada,2,16,G4,4,1650,506.3,445.9,464.6,450.9,520,Branca,Publica,466.925,412.5
Branca,F,24-30,,,1,12,G2,3,2200,,,,,,Branca,,,733.333333333333
Parda,M,< 23,,,1,16,G3,5,9900,726.8,587,626.7,627.1,640,PPI,,641.9,1980
Parda,M,31-50,,,1,9,G2,1,2750,,,,,,PPI,,,2750
Branca,F,< 23,,,2,12,G3,3,1100,557.4,520.8,574.2,494.8,480,Branca,Publica,536.8,366.666666666667
Preta,M,< 23,,,3,16,NS,2,0,652.4,590.6,645.5,542.8,540,PPI,Privada,607.825,0
Parda,M,< 23,3534401,Estadual,2,2,G1,2,1100,,,,,,PPI,Publica,,550
Branca,F,< 23,,,1,17,G2,3,5500,730.9,627.6,675.7,631.1,900,Branca,,666.325,1833.33333333333
Parda,F,< 23,,,1,12,G4,3,9900,630.6,516.7,529.2,597.3,900,PPI,,568.45,3300
Branca,M,< 23,3543402,Privada,3,12,G5,4,16500,769.3,593.1,591.3,593.3,920,Branca,Privada,636.75,4125
Branca,M,< 23,,,1,12,G4,3,7700,753.1,610.1,693.4,653.3,700,Branca,,677.475,2566.66666666667
Branca,F,< 23,,,2,0,G3,3,1100,402.7,417.2,385.3,463.2,440,Branca,Publica,417.1,366.666666666667
Parda,F,31-50,,,1,12,G2,7,0,,,,,,PPI,,,0
Parda,M,24-30,,,1,9,G5,4,2750,,,,,,PPI,,,687.5
Parda,F,24-30,,,1,2,G2,6,2750,564.3,459.2,354.6,435.7,580,PPI,,453.45,458.333333333333
Branca,F,< 23,,,1,17,G4,4,11000,736.8,638.7,647.5,601.6,880,Branca,,656.15,2750
Branca,F,< 23,,,1,2,G4,4,6600,696.1,609.7,629.3,630,800,Branca,,641.275,1650
Parda,M,< 23,,,2,,G3,3,3300,,,,,,PPI,Publica,,1100
Parda,F,< 23,,,1,12,G3,4,2750,384.5,432.2,464.2,410.9,580,PPI,,422.95,687.5
Branca,M,31-50,,,1,2,NS,8,2200,551.8,460.8,504.2,552.2,440,Branca,,517.25,275
Branca,M,< 23,3507605,Estadual,2,12,NS,4,3300,624.7,494.4,602.7,497.9,800,Branca,Publica,554.925,825
Branca,M,< 23,,,2,17,G4,4,5500,468.3,397.9,387.2,438.8,400,Branca,Publica,423.05,1375
Branca,F,< 23,,,1,12,G2,2,1100,,,,,,Branca,,,550
Branca,M,< 23,,,1,17,G4,2,4400,777.1,655,720.5,578.2,860,Branca,,682.7,2200
Preta,F,< 23,,,1,5,G3,6,1100,,,,,,PPI,,,183.333333333333
Branca,F,< 23,3550308,Privada,3,16,G4,5,30000,378.8,556.1,525.8,525.7,800,Branca,Privada,496.6,6000
Parda,F,< 23,3525300,Privada,2,16,G2,3,4400,396,380.5,408.7,394.3,280,PPI,Publica,394.875,1466.66666666667
Parda,M,< 23,,,1,16,G3,4,1100,684.1,520.1,579.4,586.8,560,PPI,,592.6,275
Branca,F,< 23,3548708,Estadual,2,16,G2,2,2200,518.8,540.9,634.7,540.1,740,Branca,Publica,558.625,1100
Parda,F,< 23,,,1,12,G2,2,1650,525.1,470,521.4,551.6,520,PPI,,517.025,825
Parda,F,31-50,,,1,0,NS,3,2750,,,,,,PPI,,,916.666666666667
Parda,F,< 23,3550308,Municipal,2,12,NS,4,1650,374.8,471.5,438.8,403.6,400,PPI,Publica,422.175,412.5
Parda,F,< 23,,,1,9,NS,2,1100,435.5,430.8,410.1,401.1,560,PPI,,419.375,550
Branca,M,< 23,3523107,Estadual,2,12,G4,3,2750,579.3,469.8,502.8,418.3,560,Branca,Publica,492.55,916.666666666667
Preta,F,< 23,,,1,12,G2,6,1100,,,,,,PPI,,,183.333333333333
Branca,F,< 23,3550308,Estadual,2,16,G2,5,1650,637.2,513.4,526,460.2,760,Branca,Publica,534.2,330
Branca,M,< 23,3509502,Privada,3,17,G5,4,30000,493.1,600.7,569.1,444.6,620,Branca,Privada,526.875,7500
Branca,F,< 23,,,2,12,NS,5,5500,,,,,,Branca,Publica,,1100
Parda,F,< 23,,,1,12,G3,5,3300,553.5,478,487.5,416.4,600,PPI,,483.85,660
Branca,F,< 23,,,2,5,G3,4,2200,406,395.6,390.8,381.1,620,Branca,Publica,393.375,550
Parda,F,< 23,,,1,5,G3,3,1650,521.4,543.6,564.8,433.1,560,PPI,,515.725,550
Parda,F,< 23,,,2,12,G2,3,1650,603,562.4,608.6,426.8,680,PPI,Publica,550.2,550
Branca,F,< 23,,,1,5,G2,4,2750,634.1,607.8,569.5,544.9,860,Branca,,589.075,687.5
Branca,F,< 23,,,1,5,G1,3,1650,496.9,384.7,484,478.9,460,Branca,,461.125,550
Branca,F,< 23,,,1,12,G3,5,2200,470.4,579.8,549.3,429,540,Branca,,507.125,440
Branca,M,< 23,,,1,16,G4,3,22000,832.1,628.2,727.9,715.6,800,Branca,,725.95,7333.33333333333
Branca,F,< 23,3540200,Estadual,2,16,G3,4,1100,496.1,564.6,518.2,488.1,580,Branca,Publica,516.75,275
Parda,F,< 23,3526902,Estadual,2,17,G4,4,8800,477.7,489.5,454.1,500.3,560,PPI,Publica,480.4,2200
Parda,F,< 23,,,1,12,G3,4,1100,512.2,475.1,386.7,413.1,520,PPI,,446.775,275
Branca,M,< 23,3530607,Privada,3,16,G5,4,9900,751.9,594.9,614.1,611.5,760,Branca,Privada,643.1,2475
Parda,M,< 23,3540507,Estadual,2,0,G3,4,2200,,,,,,PPI,Publica,,550
Branca,F,< 23,,,1,9,NS,6,2200,,,,,,Branca,,,366.666666666667
Branca,F,24-30,,,1,17,G3,2,6600,,,,,,Branca,,,3300
Parda,F,< 23,,,1,12,NS,7,5500,,,,,,PPI,,,785.714285714286
Preta,F,< 23,,,1,12,G2,3,2200,564.5,584.8,635.2,567.5,640,PPI,,588,733.333333333333
Branca,F,< 23,3542404,Privada,3,12,G2,3,1650,421.4,550,549.9,475.8,600,Branca,Privada,499.275,550
Branca,M,< 23,3550308,Estadual,2,9,G2,5,1650,,,,,,Branca,Publica,,330
Branca,M,< 23,,,1,2,G3,4,1650,488.5,474.8,491.4,432.3,640,Branca,,471.75,412.5
Parda,F,< 23,,,1,17,G1,4,1100,,,,,,PPI,,,275
Preta,F,< 23,3550308,Privada,3,16,G3,4,3300,547.2,556.4,628.6,424.6,940,PPI,Privada,539.2,825
Branca,F,< 23,,,1,16,NS,2,0,610.9,574.1,564.2,460.7,560,Branca,,552.475,0
Branca,M,< 23,,,2,9,G4,6,1100,472.2,511.2,631.2,460.1,640,Branca,Publica,518.675,183.333333333333
Parda,M,< 23,,,1,2,G2,2,1650,409.1,553.7,557.2,525.4,520,PPI,,511.35,825
Branca,M,< 23,3538709,Federal,2,16,G5,4,11000,728.1,566.2,625,608.2,840,Branca,Publica,631.875,2750
Parda,F,31-50,,,1,5,G2,4,3300,340.3,366.8,430.7,401.4,0,PPI,,384.8,825
Preta,M,< 23,3501608,Estadual,2,12,G3,4,2750,471.6,540.7,516.2,449.7,620,PPI,Publica,494.55,687.5
Branca,M,< 23,,,1,12,G3,3,5500,711.2,589.5,607,590.7,680,Branca,,624.6,1833.33333333333
Branca,M,< 23,,,1,16,G4,3,2750,,,,,,Branca,,,916.666666666667
Branca,F,< 23,,,1,12,G3,3,1650,486.7,491.7,379.6,555.4,360,Branca,,478.35,550
Branca,F,< 23,,,1,9,G3,5,3300,,,,,,Branca,,,660
Branca,M,< 23,3534401,Privada,2,17,G5,2,2200,503.8,521.7,496.3,418.9,420,Branca,Publica,485.175,1100
Branca,M,< 23,3518800,Estadual,2,12,G2,5,0,,,,,,Branca,Publica,,0
Preta,M,< 23,,,1,12,G2,3,1650,403,490.7,420.8,430,420,PPI,,436.125,550
Branca,F,24-30,,,1,5,G1,3,2750,,,,,,Branca,,,916.666666666667
Branca,M,< 23,,,1,12,G4,5,6600,571.6,507.6,474.5,471.5,500,Branca,,506.3,1320
Branca,F,< 23,,,1,12,G4,3,2200,574.6,467.8,567.4,537.2,480,Branca,,536.75,733.333333333333
Preta,F,< 23,,,1,9,G3,4,1100,458.3,520.5,582.9,364,540,PPI,,481.425,275
Preta,F,< 23,,,1,12,G2,4,1650,,,,,,PPI,,,412.5
Branca,F,< 23,,,1,2,G2,9,1650,484.8,434.8,424,397,420,Branca,,435.15,183.333333333333
Parda,F,< 23,,,1,2,NS,4,1100,,,,,,PPI,,,275
Branca,M,< 23,3550308,Privada,3,12,G4,4,4400,513.4,393.4,539.9,512,760,Branca,Privada,489.675,1100
Parda,M,< 23,,,1,12,G3,4,3300,,,,,,PPI,,,825
Preta,F,24-30,,,1,16,G3,2,2200,,,,,,PPI,,,1100
Preta,F,31-50,,,1,12,G2,5,3300,,,,,,PPI,,,660
Branca,M,< 23,3543402,Privada,3,17,G5,5,11000,718.9,610.4,645.2,599.3,520,Branca,Privada,643.45,2200
Parda,F,< 23,,,1,9,G2,2,1100,634.2,532.8,592,558.9,860,PPI,,579.475,550
Preta,F,< 23,,,1,2,G2,8,1100,,,,,,PPI,,,137.5
Parda,F,31-50,,,1,2,NS,3,1650,501.9,528.2,579.6,555.8,480,PPI,,541.375,550
Branca,F,< 23,,,1,12,G4,4,6600,703.8,597.4,617.2,628.3,900,Branca,,636.675,1650
Parda,F,< 23,,,1,9,G4,5,1100,,,,,,PPI,,,220
Branca,M,< 23,3552403,Privada,3,9,G4,4,11000,660.4,596.8,619.1,572.2,760,Branca,Privada,612.125,2750
Preta,F,24-30,,,1,17,G5,4,9900,714.3,630.2,671.6,633.8,760,PPI,,662.475,2475
Branca,M,< 23,3511102,Privada,3,17,G5,3,30000,655.3,629.9,612.6,603.2,560,Branca,Privada,625.25,10000
Parda,F,< 23,,,2,16,NS,6,3300,497.9,581.3,554.5,522.6,720,PPI,Publica,539.075,550
Parda,F,24-30,,,1,5,G2,2,1100,,411.1,341.6,,460,PPI,,,550
Branca,M,24-30,,,1,5,G4,3,1100,,,,,,Branca,,,366.666666666667
Branca,M,< 23,,,1,12,G4,4,16500,,,,,,Branca,,,4125
Branca,F,< 23,3520509,Estadual,2,9,G4,6,11000,547.2,481.7,470.1,454.2,620,Branca,Publica,488.3,1833.33333333333
Branca,M,< 23,3522307,Privada,3,16,G4,5,11000,568.6,565.7,524.6,498.2,600,Branca,Privada,539.275,2200
Preta,F,< 23,,,1,16,NS,5,5500,645,484.1,445.4,496.1,720,PPI,,517.65,1100
Branca,F,31-50,,,1,2,G2,5,1650,,,,,,Branca,,,330
Parda,M,< 23,3510500,Privada,3,12,G4,4,6600,756.4,614.3,680.5,638.2,900,PPI,Privada,672.35,1650
Parda,F,< 23,,,2,5,NS,1,1100,,,,,,PPI,Publica,,1100
Branca,F,< 23,,,1,16,G3,2,2200,515.9,512.4,416.5,437.2,800,Branca,,470.5,1100
Branca,F,31-50,,,1,2,G5,2,9900,,,,,,Branca,,,4950
Branca,M,< 23,,,1,12,G3,8,2750,628.5,574.1,612.6,537.4,540,Branca,,588.15,343.75
Branca,F,24-30,,,1,9,G2,6,2200,,,,,,Branca,,,366.666666666667
Branca,M,< 23,,,1,12,G3,3,2750,761.9,619.8,618.6,581.8,760,Branca,,645.525,916.666666666667
Parda,F,< 23,,,1,2,G2,2,2200,451.4,562,456.7,479.9,440,PPI,,487.5,1100
Parda,M,< 23,,,1,9,G4,2,4400,562.2,409.2,373.6,517.6,500,PPI,,465.65,2200
Branca,M,< 23,,,1,16,NS,4,11000,756.6,639.9,677.9,595.8,740,Branca,,667.55,2750
Parda,M,< 23,3518800,Estadual,2,12,G1,3,1650,,,,,,PPI,Publica,,550
Branca,F,< 23,,,1,12,G4,5,2200,620.2,596.2,669.8,614.8,940,Branca,,625.25,440
Branca,M,< 23,3530607,Privada,3,17,G5,4,16500,600,501.5,529.2,517.3,720,Branca,Privada,537,4125
Branca,M,24-30,,,1,16,G3,3,6600,741.2,582,661.5,725.9,780,Branca,,677.65,2200
Parda,F,< 23,,,1,5,G1,3,4400,438.3,491.3,464.9,496,640,PPI,,472.625,1466.66666666667
Branca,M,24-30,,,1,9,G3,3,2750,608.8,552.1,648.1,509.9,480,Branca,,579.725,916.666666666667
Branca,M,< 23,3509502,Privada,3,12,G4,4,6600,748.3,565.2,628.2,654.7,840,Branca,Privada,649.1,1650
Branca,M,< 23,,,2,9,G2,2,1650,540.2,523.9,536.5,440.8,540,Branca,Publica,510.35,825
Branca,F,< 23,,,1,12,G4,2,1650,641.9,508,642.1,555.4,780,Branca,,586.85,825
Branca,F,< 23,3540200,Estadual,2,2,G1,4,1100,,,,,,Branca,Publica,,275
Branca,F,< 23,3512100,Estadual,2,16,G3,5,7700,607.4,512.7,437,546.6,360,Branca,Publica,525.925,1540
Branca,F,< 23,3501608,Estadual,2,12,G3,3,2750,503.5,605.9,585,518.1,560,Branca,Publica,553.125,916.666666666667
Branca,F,< 23,3547809,Estadual,2,16,G4,4,13200,474.7,405.8,480.6,416.4,580,Branca,Publica,444.375,3300
Branca,F,< 23,,,2,5,G2,2,1100,411.9,461.3,446.1,510.9,580,Branca,Publica,457.55,550
Branca,F,24-30,,,1,9,G3,3,2200,,,,,,Branca,,,733.333333333333
Preta,F,< 23,3548708,Estadual,2,17,G4,4,4400,595.7,553,531.9,504.7,740,PPI,Publica,546.325,1100
Branca,M,< 23,3541406,Estadual,2,9,G3,4,3300,,,,,,Branca,Publica,,825
Parda,F,24-30,,,1,2,NS,1,1100,,,,,,PPI,,,1100
Preta,F,< 23,,,1,12,G3,5,1650,514.5,476.9,508.2,576.7,780,PPI,,519.075,330
Branca,F,< 23,,,1,5,G2,6,5500,476.8,536.5,437.9,465.2,500,Branca,,479.1,916.666666666667
ND,F,< 23,,,1,9,G3,3,1650,524.8,333,400.3,390.3,0,,,412.1,550
Branca,M,< 23,,,1,16,G4,3,8800,,,,,,Branca,,,2933.33333333333
Parda,M,< 23,,,1,12,G3,4,7700,394.3,463.8,425.3,443.5,0,PPI,,431.725,1925
Branca,M,< 23,3548708,Estadual,2,12,G3,3,1650,,,,,,Branca,Publica,,550
Branca,F,< 23,3502200,Estadual,2,12,G4,4,8800,438.9,437,461.4,475.6,680,Branca,Publica,453.225,2200
Preta,F,< 23,3507001,Federal,2,12,G2,3,2200,444.1,504.5,495,425.2,680,PPI,Publica,467.2,733.333333333333
Parda,M,< 23,,,2,9,G3,3,2200,,,,,,PPI,Publica,,733.333333333333
Branca,M,< 23,3549805,Privada,3,16,G5,4,6600,668.8,526.1,604.7,550.9,540,Branca,Privada,587.625,1650
Parda,F,< 23,,,1,12,G3,6,3300,736.5,598.5,644.8,514.8,900,PPI,,623.65,550
Branca,F,< 23,,,1,17,G4,4,3300,668,570.4,562.6,523.7,800,Branca,,581.175,825
Branca,M,< 23,,,1,16,G4,3,2200,,,,,,Branca,,,733.333333333333
Preta,F,< 23,3550308,Privada,2,12,G2,5,1100,422.5,408.9,418.4,458.9,440,PPI,Publica,427.175,220
Parda,F,< 23,,,1,5,G3,3,2750,,,,,,PPI,,,916.666666666667
Parda,M,31-50,,,1,2,G3,4,2200,658.5,556.1,387.4,549.2,740,PPI,,537.8,550
Branca,F,< 23,3510401,Estadual,2,12,NS,4,3300,494.6,533.1,427.3,487.3,600,Branca,Publica,485.575,825
Branca,F,< 23,,,1,12,NS,2,1650,,,,,,Branca,,,825
Branca,M,< 23,3550308,Privada,3,16,G5,2,8800,,527.3,413.2,,500,Branca,Privada,,4400
Amarela,M,< 23,,,3,17,G5,3,8800,,,,,,Branca,Privada,,2933.33333333333
Branca,F,< 23,3552403,Estadual,2,0,G2,2,2750,386.6,422,411,425.8,660,Branca,Publica,411.35,1375
Parda,M,24-30,,,1,2,G2,3,1650,462.3,497,606,429.6,700,PPI,,498.725,550
Parda,M,24-30,,,1,12,G3,4,2200,,,,,,PPI,,,550
Branca,F,< 23,3543402,Privada,2,12,G3,3,3300,487,471.2,485.3,487.4,540,Branca,Publica,482.725,1100
Parda,F,24-30,,,1,2,G2,1,1650,,,,,,PPI,,,1650
Branca,F,< 23,,,1,16,G5,3,11000,671,639.6,622.7,636.6,680,Branca,,642.475,3666.66666666667
Branca,M,< 23,3548500,Estadual,2,16,G3,4,1100,492.5,473.5,447.3,496.4,460,Branca,Publica,477.425,275
Parda,M,< 23,3547809,Estadual,2,16,G4,3,5500,570.8,563.6,557.7,526,700,PPI,Publica,554.525,1833.33333333333
Branca,F,< 23,,,1,12,G2,5,2200,410.2,490.5,437.8,518.9,680,Branca,,464.35,440
Branca,M,< 23,3539806,Estadual,2,2,G4,3,1650,486.5,521.2,573.1,496.5,540,Branca,Publica,519.325,550
Branca,F,< 23,,,2,12,G4,4,2200,564.5,463.9,402.1,404,700,Branca,Publica,458.625,550
Branca,M,< 23,,,1,17,G5,4,30000,798.6,649.4,700.1,663.5,860,Branca,,702.9,7500
Parda,F,24-30,,,1,5,G3,3,2200,556.1,527.7,523.5,404.7,580,PPI,,503,733.333333333333
Preta,M,< 23,3515707,Estadual,2,5,G2,3,1100,,,,,,PPI,Publica,,366.666666666667
Preta,F,< 23,3523107,Estadual,2,12,G2,3,1100,573.5,499.8,592.5,456.8,660,PPI,Publica,530.65,366.666666666667
Parda,F,< 23,,,1,2,G3,3,1100,422.7,443,470.6,462,520,PPI,,449.575,366.666666666667
Branca,M,24-30,,,1,2,G3,3,2200,715.9,583.2,688.9,521.8,720,Branca,,627.45,733.333333333333
Branca,M,< 23,,,1,16,NS,2,2200,654.6,590.1,615.8,545.5,820,Branca,,601.5,1100
Branca,F,31-50,,,1,2,G2,4,2200,488.5,346,385.5,417.2,600,Branca,,409.3,550
Parda,F,< 23,,,1,16,G2,4,2750,443.3,577.6,572.4,514.5,680,PPI,,526.95,687.5
Branca,F,< 23,,,2,12,G3,5,1100,430.9,383.3,471.1,414.5,500,Branca,Publica,424.95,220
ND,M,< 23,3508108,Estadual,2,5,G2,3,3300,615.2,491,491.3,422.9,460,,Publica,505.1,1100
Branca,F,31-50,,,1,16,G2,6,5500,642.5,546.7,606.6,510.9,700,Branca,,576.675,916.666666666667
Branca,M,< 23,,,1,5,G3,1,1650,,,,,,Branca,,,1650
Parda,F,< 23,,,1,12,G3,5,16500,715.2,637.5,678.8,633.9,820,PPI,,666.35,3300
Parda,F,< 23,,,1,12,G4,4,7700,824,772.3,739.9,736.6,920,PPI,,768.2,1925
Branca,F,31-50,,,1,12,G2,3,1650,,,,,,Branca,,,550
Parda,F,< 23,3550308,Estadual,2,2,NS,5,1100,,,,,,PPI,Publica,,220
Branca,F,24-30,,,1,12,G2,2,1100,532.3,544,548.7,480.1,360,Branca,,526.275,550
Parda,F,< 23,,,1,5,G2,3,2200,,,,,,PPI,,,733.333333333333
Branca,F,< 23,3550308,Privada,3,12,G4,2,0,505.1,554.7,532.9,497.6,860,Branca,Privada,522.575,0
Preta,M,24-30,,,1,2,G1,2,3300,396.6,405.9,541.9,452.2,0,PPI,,449.15,1650
Parda,F,< 23,3539806,Estadual,2,2,G2,4,1650,356.3,488.9,445.2,364.8,640,PPI,Publica,413.8,412.5
Parda,M,< 23,,,1,12,G4,4,2200,605.3,539.4,626.6,587.1,420,PPI,,589.6,550
Branca,M,< 23,3550308,Estadual,2,5,G3,6,1100,678.4,550.2,497.2,400.8,900,Branca,Publica,531.65,183.333333333333
Branca,M,< 23,3529401,Estadual,2,12,G4,5,5500,396.4,452.1,451.5,551.4,540,Branca,Publica,462.85,1100
Branca,F,< 23,3538709,Privada,3,12,G4,2,7700,695.1,578.6,520.2,545.5,900,Branca,Privada,584.85,3850
Branca,M,< 23,3530300,Estadual,2,12,G4,4,2750,571.9,582.2,626.8,561.1,620,Branca,Publica,585.5,687.5
Parda,M,31-50,,,1,5,G3,4,2750,463.6,461.5,581.8,482.6,600,PPI,,497.375,687.5
Branca,F,< 23,,,1,5,G3,3,1100,457.4,550.1,517.5,459.4,660,Branca,,496.1,366.666666666667
Parda,M,< 23,3548500,Estadual,2,16,G4,4,8800,543.8,581.8,619.3,541.7,780,PPI,Publica,571.65,2200
Preta,M,< 23,,,1,16,G2,4,0,467.5,574.2,597.6,477.6,700,PPI,,529.225,0
Preta,M,< 23,3550308,Estadual,2,12,NS,3,2200,433.5,484,432.6,416.9,480,PPI,Publica,441.75,733.333333333333
Branca,M,< 23,,,1,12,G3,1,1650,,,,,,Branca,,,1650
Branca,F,< 23,,,1,12,G2,3,3300,721.6,656.8,700.3,678.6,840,Branca,,689.325,1100
Branca,M,< 23,3530300,Privada,2,12,G3,4,4400,826.3,614.6,710,635.3,640,Branca,Publica,696.55,1100
Branca,F,< 23,3543402,Privada,3,16,G5,4,22000,761.8,602.7,608.3,616.6,860,Branca,Privada,647.35,5500
